"gene_id","Water","Drought","MeanDecreaseAccuracy","MeanDecreaseGini"
"Os08g0559501",1.00100150250438,1.00100150250438,1.00100150250438,0.006
"Os09g0261400",1.00100150250438,1.00100150250438,1.00100150250438,0.006
"Os09g0494500",1.00100150250438,1.00100150250438,1.00100150250438,0.006
"Os09g0503000",1.00100150250438,1.00100150250438,1.00100150250438,0.006
"Os10g0163130",1.00100150250438,1.00100150250438,1.00100150250438,0.006
"Os10g0551401",1.00100150250438,1.00100150250438,1.00100150250438,0.006
"Os11g0163800",1.00100150250438,1.00100150250438,1.00100150250438,0.006
"Os11g0474800",1.00100150250438,1.00100150250438,1.00100150250438,0.006
"Os11g0565920",1.00100150250438,1.00100150250438,1.00100150250438,0.006
"Os11g0634800",1.00100150250438,1.00100150250438,1.00100150250438,0.006
"Os12g0115150",1.00100150250438,1.00100150250438,1.00100150250438,0.006
"Os01g0301900",1.00100150250438,1.00100150250438,1.00100150250438,0.00533333333333333
"Os01g0305300",1.00100150250438,1.00100150250438,1.00100150250438,0.00533333333333333
"Os01g0382000",1.00100150250438,1.00100150250438,1.00100150250438,0.00533333333333333
"Os01g0634900",1.00100150250438,1.00100150250438,1.00100150250438,0.00533333333333333
"Os01g0700900",1.00100150250438,1.00100150250438,1.00100150250438,0.00533333333333333
"Os01g0803300",1.00100150250438,1.00100150250438,1.00100150250438,0.00533333333333333
"Os01g0849050",1.00100150250438,1.00100150250438,1.00100150250438,0.00533333333333333
"Os01g0867300",1.00100150250438,1.00100150250438,1.00100150250438,0.00533333333333333
"Os01g0872600",1.00100150250438,1.00100150250438,1.00100150250438,0.00533333333333333
"Os01g0976100",1.00100150250438,1.00100150250438,1.00100150250438,0.00533333333333333
"Os02g0106201",1.00100150250438,1.00100150250438,1.00100150250438,0.00533333333333333
"Os02g0106966",1.00100150250438,1.00100150250438,1.00100150250438,0.00533333333333333
"Os02g0142950",1.00100150250438,1.00100150250438,1.00100150250438,0.00533333333333333
"Os02g0278400",1.00100150250438,1.00100150250438,1.00100150250438,0.00533333333333333
"Os02g0574300",1.00100150250438,1.00100150250438,1.00100150250438,0.00533333333333333
"Os02g0654600",1.00100150250438,1.00100150250438,1.00100150250438,0.00533333333333333
